1.00	1.3395404696	3.1951507024	3.1951507024	5.0507609352	
1.10	1.2047151460	2.7950195578	2.7950195578	4.3853239697	
1.20	1.1016545761	2.4881776750	2.4881776750	3.8747007740	
1.30	1.0213912436	2.2471701324	2.2471701324	3.4729490212	
1.40	0.9581219994	2.0540434960	2.0540434960	3.1499649927	
1.50	0.9079787956	1.8966760447	1.8966760447	2.8853732939	
1.60	0.8683155065	1.7666578752	1.7666578752	2.6650002438	
1.70	0.8372756532	1.6580146212	1.6580146212	2.4787535892	
1.80	0.8135201336	1.5664111016	1.5664111016	2.3193020696	
1.90	0.7960499756	1.4886387169	1.4886387169	2.1812274581	
2.00	0.7840878679	1.4222764641	1.4222764641	2.0604650603	
2.10	0.7769976162	1.3654615644	1.3654615644	1.9539255126	
2.20	0.7742291857	1.3167313459	1.3167313459	1.8592335062	
2.30	0.7752818054	1.2749127431	1.2749127431	1.7745436809	
2.40	0.7796803455	1.2390444383	1.2390444383	1.6984085310	
2.50	0.7869617292	1.2083218872	1.2083218872	1.6296820452	
2.60	0.7966689881	1.1820586654	1.1820586654	1.5674483426	
2.70	0.8083510269	1.1596595630	1.1596595630	1.5109680990	
2.80	0.8215664197	1.1406021319	1.1406021319	1.4596378442	
2.90	0.8358897299	1.1244242306	1.1244242306	1.4129587314	
3.00	0.8509190126	1.1107157030	1.1107157030	1.3705123934	
3.10	0.8662833560	1.0991127742	1.0991127742	1.3319421924	
3.20	0.8816495497	1.0892940952	1.0892940952	1.2969386407	
3.30	0.8967272368	1.0809776697	1.0809776697	1.2652281027	
3.40	0.9112721722	1.0739181396	1.0739181396	1.2365641070	
3.50	0.9250874632	1.0679041134	1.0679041134	1.2107207636	
3.60	0.9380228786	1.0627553810	1.0627553810	1.1874878835	
3.70	0.9499724716	1.0583199752	1.0583199752	1.1666674787	
3.80	0.9608708606	1.0544711180	1.0544711180	1.1480713754	
3.90	0.9706885544	1.0511041314	1.0511041314	1.1315197085	
4.00	0.9794267126	1.0481334070	1.0481334070	1.1168401014	
4.10	0.9871116897	1.0454895233	1.0454895233	1.1038673570	
4.20	0.9937896603	1.0431165844	1.0431165844	1.0924435084	
4.30	0.9995215552	1.0409698279	1.0409698279	1.0824181006	
4.40	1.0043784685	1.0390135307	1.0390135307	1.0736485929	
4.50	1.0084376383	1.0372192162	1.0372192162	1.0660007942	
4.60	1.0117790446	1.0355641532	1.0355641532	1.0593492618	
4.70	1.0144826328	1.0340301232	1.0340301232	1.0535776137	
4.80	1.0166261320	1.0326024264	1.0326024264	1.0485787209	
