4.90	1.0182834211	1.0312690925	1.0312690925	1.0442547639	
5.00	1.0195233803	1.0300202638	1.0300202638	1.0405171472	
5.10	1.0204091580	1.0288477186	1.0288477186	1.0372862793	
5.20	1.0209977845	1.0277445074	1.0277445074	1.0344912302	
5.30	1.0213400640	1.0267046763	1.0267046763	1.0320692885	
5.40	1.0214806827	1.0257230593	1.0257230593	1.0299654359	
5.50	1.0214584775	1.0247951221	1.0247951221	1.0281317666	
5.60	1.0213068177	1.0239168438	1.0239168438	1.0265268700	
5.70	1.0210540572	1.0230846285	1.0230846285	1.0251151998	
5.80	1.0207240265	1.0222952368	1.0222952368	1.0238664471	
5.90	1.0203365364	1.0215457338	1.0215457338	1.0227549312	
6.00	1.0199078740	1.0208334476	1.0208334476	1.0217590211	
6.10	1.0194512766	1.0201559363	1.0201559363	1.0208605961	
6.20	1.0189773731	1.0195109619	1.0195109619	1.0200445507	
6.30	1.0184945873	1.0188964672	1.0188964672	1.0192983471	
6.40	1.0180094983	1.0183105576	1.0183105576	1.0186116169	
6.50	1.0175271602	1.0177514851	1.0177514851	1.0179758100	
6.60	1.0170513784	1.0172176340	1.0172176340	1.0173838895	
6.70	1.0165849481	1.0167075089	1.0167075089	1.0168300697	
6.80	1.0161298557	1.0162197240	1.0162197240	1.0163095924	
6.90	1.0156874477	1.0157529935	1.0157529935	1.0158185393	
7.00	1.0152585706	1.0153061227	1.0153061227	1.0153536748	
7.10	1.0148436855	1.0148780005	1.0148780005	1.0149123155	
7.20	1.0144429612	1.0144675927	1.0144675927	1.0144922241	
7.30	1.0140563481	1.0140739351	1.0140739351	1.0140915221	
7.40	1.0136836377	1.0136961286	1.0136961286	1.0137086194	
7.50	1.0133245088	1.0133333333	1.0133333333	1.0133421579	
7.60	1.0129785631	1.0129847645	1.0129847645	1.0129909660	
7.70	1.0126453528	1.0126496880	1.0126496880	1.0126540231	
7.80	1.0123244016	1.0123274162	1.0123274162	1.0123304307	
7.90	1.0120152197	1.0120173049	1.0120173049	1.0120193902	
8.00	1.0117173152	1.0117187500	1.0117187500	1.0117201848	
8.10	1.0114302022	1.0114311843	1.0114311843	1.0114321664	
8.20	1.0111534062	1.0111540750	1.0111540750	1.0111547437	
8.30	1.0108864683	1.0108869212	1.0108869212	1.0108873741	
8.40	1.0106289465	1.0106292517	1.0106292517	1.0106295569	
8.50	1.0103804183	1.0103806228	1.0103806228	1.0103808274	
8.60	1.0101404802	1.0101406165	1.0101406165	1.0101407529	
8.70	1.0099087482	1.0099088387	1.0099088387	1.0099089291	
8.80	1.0096848577	1.0096849174	1.0096849174	1.0096849770	
8.90	1.0094684623	1.0094685015	1.0094685015	1.0094685406	
9.00	1.0092592337	1.0092592593	1.0092592593	1.0092592848	
9.10	1.0090568606	1.0090568772	1.0090568772	1.0090568938	
9.20	1.0088610479	1.0088610586	1.0088610586	1.0088610693	
9.30	1.0086715158	1.0086715227	1.0086715227	1.0086715296	
9.40	1.0084879992	1.0084880036	1.0084880036	1.0084880080	
9.50	1.0083102465	1.0083102493	1.0083102493	1.0083102521	
9.60	1.0081380191	1.0081380208	1.0081380208	1.0081380226	
9.70	1.0079710904	1.0079710915	1.0079710915	1.0079710926	
9.80	1.0078092454	1.0078092461	1.0078092461	1.0078092468	
9.90	1.0076522799	1.0076522804	1.0076522804	1.0076522808	
10.00	1.0074999997	1.0075000000	1.0075000000	1.0075000003	
